job	company	sex	residence	blood_group	ssn	name	birthdate	race	age	leukocyty	weight	hbver	HK group	weight group	er-cv	ast	indicator	hematokrit	trombocyty	smoker	alt	etytr	erytrocyty	hemoglobin	alp	relationship
Teacher, primary school	Smith LLC	M	"USNV Hernandez
FPO AA 01002"	AB-	359-03-9824	David Jackson	1924-12-13	White	96	4.6436	14.21043	6.42589	8-9	10-20	64.12003	54.64124	1.0	8.48446	7.36127	no	15.11452	7.35231	8.18907	5.812	84.54677	married
Architectural technologist	Bailey LLC	M	"43883 Flowers Place
Sullivanview, ID 79326"	A+	623-65-1214	Daniel Johnson	1957-04-11	White	64	7.52058	123.11901	7.5106	3-4	120-130	50.6548	74.12251	1.0	3.81933	7.28917	yes	6.32705	7.31294	6.09913	7.27331	67.8862	married
Architectural technologist	Bailey LLC	M	"43883 Flowers Place
Sullivanview, ID 79326"	A+	623-65-1214	Daniel Johnson	1957-04-11	White	64	5.84126	52.19081	6.03956	4-5	50-60	46.02662	30.6295	0.0	4.40293	7.44408	no	7.12213	5.67946	6.77491	6.74864	83.77493	married
Architectural technologist	Bailey LLC	M	"43883 Flowers Place
Sullivanview, ID 79326"	A+	623-65-1214	Daniel Johnson	1957-04-11	White	64	5.99146	19.66958	7.59628	8-9	10-20	54.22042	27.23074	1.0	8.21896	6.17089	no	9.72484	5.64141	7.21809	6.49891	85.60588	single
Seismic interpreter	Clay-Elliott	F	"35034 Jodi Throughway
Samanthaborough, MA 97911"	AB-	262-14-9493	Rachel Rhodes	1979-03-26	White	42	6.12139	35.94806	5.90305	6-7	30-40	50.059044	67.17012	1.0	6.29629	3.79899	no	6.22674	4.32315	6.53061	7.4375	60.48868	nop
Seismic interpreter	Clay-Elliott	F	"35034 Jodi Throughway
Samanthaborough, MA 97911"	AB-	262-14-9493	Rachel Rhodes	1979-03-26	White	42	6.44191	96.10526	7.3992	6-7	90-100	81.74491	56.2955	0.0	6.96383	7.0464	no	9.83297	8.8744005	7.64473	6.39213	87.60426	married
Seismic interpreter	Clay-Elliott	F	"35034 Jodi Throughway
Samanthaborough, MA 97911"	AB-	262-14-9493	Rachel Rhodes	1979-03-26	White	42	8.25137	65.76615	6.12542	4-5	60-70	39.73888	59.16659	1.0	4.72158	7.35586	no	8.52786	6.79851	6.99316	6.83877	77.26361	married
Soil scientist	Gomez, Herman and Boyd	F	"48403 Lucas River Suite 260
Gibbsberg, IN 11186"	O+	878-67-7765	Kimberly Fernandez	2006-03-04	Asian	15	6.19316	55.03938	9.15114	7-8	50-60	16.99179	44.04144	1.0	7.70724	5.53858	yes	6.3946	5.4405	5.46251	8.00206	40.55694	single
Soil scientist	Gomez, Herman and Boyd	F	"48403 Lucas River Suite 260
Gibbsberg, IN 11186"	O+	878-67-7765	Kimberly Fernandez	2006-03-04	Asian	15	7.26494	66.6499	6.64539	2-3	60-70	43.78886	37.84511	0.0	2.96053	7.47312	yes	5.74343	5.76095	4.89797	5.37033	72.01542	single
Soil scientist	Gomez, Herman and Boyd	F	"48403 Lucas River Suite 260
Gibbsberg, IN 11186"	O+	878-67-7765	Kimberly Fernandez	2006-03-04	Asian	15	6.68783	38.08629	4.7774	6-7	30-40	51.69234	73.79697	0.0	6.82651	8.88758	no	6.09861	7.52517	5.17123	5.39639	75.5351	divorced
Armed forces training and education officer	Barnett-Watson	M	"8815 Collins Loop Suite 852
North Karentown, OH 55851"	O+	648-26-3720	Jose Brandt	1910-04-07	White	111	3.80516	84.09441	5.73167	7-8	80-90	54.20972	48.60474	1.0	7.87416	6.5595	no	10.79499	8.34176	7.21307	5.91782	81.69319	married
Armed forces training and education officer	Barnett-Watson	M	"8815 Collins Loop Suite 852
North Karentown, OH 55851"	O+	648-26-3720	Jose Brandt	1910-04-07	White	111	2.89311	83.51143	7.65765	7-8	80-90	37.3014	40.10733	1.0	7.16232	4.85666	yes	15.86853	6.79753	7.97764	6.40379	87.77234	married
Armed forces training and education officer	Barnett-Watson	M	"8815 Collins Loop Suite 852
North Karentown, OH 55851"	O+	648-26-3720	Jose Brandt	1910-04-07	White	111	8.01812	58.27412	9.17852	5-6	50-60	46.961	76.38512	1.0	5.4766	5.14166	yes	9.60878	5.15122	7.48652	5.33587	71.3973	married
Telecommunications researcher	Watson LLC	M	"373 Leonard Mount
Port Kimmouth, NE 40771"	O+	653-29-5824	Spencer Newton	1974-09-28	Asian	47	8.32791	104.17205	5.9606	6-7	100-110	37.04383	26.65326	1.0	6.41792	4.81887	no	18.926994499999996	4.70624	8.42594	7.70533	48.50176	married
Telecommunications researcher	Watson LLC	M	"373 Leonard Mount
Port Kimmouth, NE 40771"	O+	653-29-5824	Spencer Newton	1974-09-28	Asian	47	5.56346	80.662	8.45578	6-7	80-90	49.30072	53.4884	1.0	6.43764	3.06291	no	16.57474	3.91895	8.26723	7.79623	51.14703	married
Telecommunications researcher	Watson LLC	M	"373 Leonard Mount
Port Kimmouth, NE 40771"	O+	653-29-5824	Spencer Newton	1974-09-28	Asian	47	4.65431	61.90951	6.34042	5-6	60-70	57.33296	44.03532	0.0	5.89015	7.49928	no	6.17198	8.21835	6.93646	4.78236	51.77241	married
Scientist, audiological	Buchanan-Cruz	F	"245 Jake Valley
West Marthastad, CO 27020"	B+	276-36-3994	Denise Allen	2019-07-05	Indian	2	7.62987	9.9135	6.93298	5-6	0-10	35.04596	57.43715	0.0	5.23168	6.42805	no	6.41914	4.12146	6.56505	6.94856	80.45649	divorced
Scientist, audiological	Buchanan-Cruz	F	"245 Jake Valley
West Marthastad, CO 27020"	B+	276-36-3994	Denise Allen	2019-07-05	Indian	2	4.95809	88.17132	5.77114	6-7	80-90	51.8251	44.6898	1.0	6.30747	4.20134	no	6.22711	5.2675	6.30404	7.23898	69.27902	divorced
Scientist, audiological	Buchanan-Cruz	F	"245 Jake Valley
West Marthastad, CO 27020"	B+	276-36-3994	Denise Allen	2019-07-05	Indian	2	6.84754	79.51778	7.38253	8-9	70-80	46.83922	52.79178	1.0	8.3488	4.95686	yes	6.19321	5.01114	5.9656	6.4016	89.688798	divorced
Programmer, applications	Garcia, Rodriguez and Lester	F	"679 Donna Stream Apt. 759
Rebekahton, LA 35084"	O-	210-27-1118	Patricia Reyes	1973-10-31	White	48	5.86959	83.85577	4.09198	6-7	80-90	47.91883	30.26549	1.0	6.57979	3.16374	no	8.12759	3.823988	7.16977	7.681804	24.0379575	divorced
Programmer, applications	Garcia, Rodriguez and Lester	F	"679 Donna Stream Apt. 759
Rebekahton, LA 35084"	O-	210-27-1118	Patricia Reyes	1973-10-31	White	48	6.82829	46.94075	6.99176	7-8	40-50	52.87558	39.09964	1.0	7.86709	4.20319	no	4.30521	3.98136	5.68295	6.16551	82.23179	married
Programmer, applications	Garcia, Rodriguez and Lester	F	"679 Donna Stream Apt. 759
Rebekahton, LA 35084"	O-	210-27-1118	Patricia Reyes	1973-10-31	White	48	7.29615	72.40318	6.64313	5-6	70-80	48.44119	38.3759	0.0	5.91451	8.36144	no	7.49007	5.35038	6.96012	8.1229	44.36131	married
Engineer, manufacturing systems	Booth-Richardson	F	"69775 Giles Crescent Suite 592
Carrieview, MI 75626"	AB+	121-20-0989	Martha Reeves	1978-03-31	White	43	5.40306	94.3705	5.59068	8-9	90-100	47.67999	59.82962	1.0	8.24193	5.75283	no	4.24242	6.57689	5.66664	7.16857	68.43791	divorced
Engineer, manufacturing systems	Booth-Richardson	F	"69775 Giles Crescent Suite 592
Carrieview, MI 75626"	AB+	121-20-0989	Martha Reeves	1978-03-31	White	43	7.52246	65.86966	7.44641	5-6	60-70	47.29692	64.19415	1.0	5.95238	5.90017	no	6.64514	6.37154	5.16575	5.5535	83.38705	divorced
Engineer, manufacturing systems	Booth-Richardson	F	"69775 Giles Crescent Suite 592
Carrieview, MI 75626"	AB+	121-20-0989	Martha Reeves	1978-03-31	White	43	7.95564	78.74633	5.83502	4-5	70-80	61.94041	51.1892	1.0	4.40893	7.5611	no	8.3546	7.21488	6.79878	8.91588	24.0379575	married
Homeopath	Collins, Baker and Cline	F	"084 Roberts Alley Suite 074
Hodgefurt, WA 33076"	AB-	806-27-1038	Rebekah Ware	1930-06-25	Black	91	7.11982	36.83864	5.94315	6-7	30-40	49.26543	32.17844	1.0	6.93649	4.21308	no	8.02761	4.30336	7.19053	7.24309	70.69578	divorced
Homeopath	Collins, Baker and Cline	F	"084 Roberts Alley Suite 074
Hodgefurt, WA 33076"	AB-	806-27-1038	Rebekah Ware	1930-06-25	Black	91	6.92641	48.00441	5.85209	5-6	40-50	80.27239	60.18921	1.0	5.22663	4.84428	no	8.43618	5.89246	7.19085	8.99235	24.0379575	nop
Homeopath	Collins, Baker and Cline	F	"084 Roberts Alley Suite 074
Hodgefurt, WA 33076"	AB-	806-27-1038	Rebekah Ware	1930-06-25	Black	91	5.95614	93.79358	5.8276	8-9	90-100	54.43628	50.43554	1.0	8.51797	6.02876	no	4.23542	4.85997	6.03763	6.82246	79.5726	divorced
Purchasing manager	Andrews-Moore	F	"Unit 8140 Box 2464
DPO AP 46933"	B-	467-86-8428	Lisa Hawkins	1971-06-27	White	50	10.42314	138.20211	7.44957	4-5	130-140	39.15428	48.20537	1.0	4.59703	6.8768	yes	14.38049	4.28723	7.98942	6.8683	83.00953	married
Purchasing manager	Andrews-Moore	F	"Unit 8140 Box 2464
DPO AP 46933"	B-	467-86-8428	Lisa Hawkins	1971-06-27	White	50	9.52869	10.98554	6.93284	2-3	10-20	29.26368	46.69606	1.0	2.3857	9.74181	no	5.91674	7.38231	6.26994	6.82089	81.30384	divorced
Purchasing manager	Andrews-Moore	F	"Unit 8140 Box 2464
DPO AP 46933"	B-	467-86-8428	Lisa Hawkins	1971-06-27	White	50	7.32369	5.54895	6.19027	3-4	0-10	60.34116	50.98621	1.0	3.20525	6.16975	no	7.49604	6.41123	6.50173	7.11378	68.92	divorced
Meteorologist	Martinez Group	M	"4779 Sherri Landing Suite 668
Mahoneymouth, NY 04903"	O-	898-23-6880	Jeffrey Thompson	1933-11-12	White	88	7.03477	15.33506	5.24864	5-6	10-20	51.87226	49.18388	0.0	5.87959	6.54208	yes	16.10904	8.8744005	8.17078	5.77845	81.26699	single
Meteorologist	Martinez Group	M	"4779 Sherri Landing Suite 668
Mahoneymouth, NY 04903"	O-	898-23-6880	Jeffrey Thompson	1933-11-12	White	88	7.18658	39.68147	4.50837	5-6	30-40	64.66588	72.51926	1.0	5.3252	6.48552	no	7.05582	7.12928	6.52797	6.91209	79.04211	single
Meteorologist	Martinez Group	M	"4779 Sherri Landing Suite 668
Mahoneymouth, NY 04903"	O-	898-23-6880	Jeffrey Thompson	1933-11-12	White	88	7.74821	62.37165	6.69367	4-5	60-70	48.89346	51.95133	1.0	4.69932	6.14623	no	6.82624	6.18714	6.23506	4.59847	41.59536	married
Therapist, music	Davis LLC	M	"5147 Pruitt Tunnel Apt. 053
Port Anthony, CT 53041"	AB-	839-42-6550	Adam Fleming	1969-03-16	White	52	8.44043	28.677	6.84317	6-7	20-30	44.64613	33.97943	1.0	6.78768	6.12438	yes	8.34271	5.81352	6.40342	6.99887	79.84044	married
Therapist, music	Davis LLC	M	"5147 Pruitt Tunnel Apt. 053
Port Anthony, CT 53041"	AB-	839-42-6550	Adam Fleming	1969-03-16	White	52	5.77434	61.57135	5.03062	8-9	60-70	55.46241	61.44674	1.0	8.44228	6.91678	no	3.95077	7.18687	5.32762	6.62891	83.73983	divorced
Therapist, music	Davis LLC	M	"5147 Pruitt Tunnel Apt. 053
Port Anthony, CT 53041"	AB-	839-42-6550	Adam Fleming	1969-03-16	White	52	6.01396	79.36204	6.50793	8-9	70-80	58.35966	47.80374	1.0	8.48797	6.52999	no	18.926994499999996	5.71021	9.37436	8.40079	29.65487	married
Retail manager	Patterson Ltd	M	"9436 Morrison Lane Suite 439
North Bryanshire, HI 66659"	A-	898-73-1153	Brendan Morton	1971-03-19	White	50	5.78103	85.00779	8.165	6-7	80-90	53.61696	49.47134	1.0	6.44011	4.27286	no	6.49992	5.1538	6.54506	7.04781	67.93266	nop
Retail manager	Patterson Ltd	M	"9436 Morrison Lane Suite 439
North Bryanshire, HI 66659"	A-	898-73-1153	Brendan Morton	1971-03-19	White	50	5.38855	11.58199	6.85258	7-8	10-20	24.74964	41.80197	1.0	7.92148	5.60499	no	5.18584	6.25899	6.14918	8.19056	37.62881	separated
Retail manager	Patterson Ltd	M	"9436 Morrison Lane Suite 439
North Bryanshire, HI 66659"	A-	898-73-1153	Brendan Morton	1971-03-19	White	50	8.8339	59.89949	5.86448	4-5	50-60	59.4376	39.8514	1.0	4.83033	6.97552	no	8.71858	5.92174	6.06161	6.33345	89.688798	single
Sales executive	Campbell, Johnson and Rodriguez	F	"48567 Whitaker Prairie Apt. 327
Barbarafort, WA 37174"	B+	427-95-4587	Tamara Patrick	2001-11-24	White	19	5.604	79.43734	7.03287	5-6	70-80	42.39709	38.25598	0.0	5.99731	9.35022	no	5.58727	5.56711	6.49974	7.13617	66.79901	single
Sales executive	Campbell, Johnson and Rodriguez	F	"48567 Whitaker Prairie Apt. 327
Barbarafort, WA 37174"	B+	427-95-4587	Tamara Patrick	2001-11-24	White	19	8.49828	98.70259	4.64959	5-6	90-100	34.06562	66.28797	1.0	5.22475	5.02109	no	5.12835	4.55105	5.69102	5.90952	83.77943	married
Sales executive	Campbell, Johnson and Rodriguez	F	"48567 Whitaker Prairie Apt. 327
Barbarafort, WA 37174"	B+	427-95-4587	Tamara Patrick	2001-11-24	White	19	5.1174	95.21351	4.86627	6-7	90-100	41.216726	47.3294	1.0	6.2642	4.47272	no	5.2039	5.89199	5.30002	7.51012	62.13908	nop
Geophysicist/field seismologist	Freeman-Reyes	M	"227 Lindsey Loop
New Shellytown, MA 11640"	B+	581-04-6548	David Summers	1949-10-28	Black	72	8.03346	26.32577	5.93573	4-5	20-30	60.29901	67.75247	0.0	4.73957	7.6964	yes	13.70558	5.73373	7.98354	6.12879	88.30662	nop
Geophysicist/field seismologist	Freeman-Reyes	M	"227 Lindsey Loop
New Shellytown, MA 11640"	B+	581-04-6548	David Summers	1949-10-28	Black	72	3.37928	72.64791	7.80678	6-7	70-80	63.68568	39.8778	1.0	6.68096	3.98218	no	6.69698	5.12144	6.50082	6.56488	83.21822	separated
Geophysicist/field seismologist	Freeman-Reyes	M	"227 Lindsey Loop
New Shellytown, MA 11640"	B+	581-04-6548	David Summers	1949-10-28	Black	72	7.30654	99.17792	7.23416	3-4	90-100	50.9945	52.50074	0.0	3.69269	9.20712	no	8.06141	7.01758	6.50221	7.43067	66.94693	married
Firefighter	Heath-Hartman	F	"PSC 5726, Box 0260
APO AP 25392"	B-	430-34-0220	Connie Phillips	2003-10-11	Asian	18	7.93807	64.62055	7.36359	5-6	60-70	52.86906	55.17602	0.0	5.22859	7.59605	yes	5.87575	5.35442	7.07461	7.13304	73.88762	married
Firefighter	Heath-Hartman	F	"PSC 5726, Box 0260
APO AP 25392"	B-	430-34-0220	Connie Phillips	2003-10-11	Asian	18	8.21194	68.57691	4.68643	4-5	60-70	36.79577	57.68367	0.0	4.2966	7.952	no	4.96602	6.24652	5.87196	6.89995	81.51714	married
Firefighter	Heath-Hartman	F	"PSC 5726, Box 0260
APO AP 25392"	B-	430-34-0220	Connie Phillips	2003-10-11	Asian	18	4.80387	70.12455	6.04667	9-10	70-80	53.05503	52.0188	1.0	9.71526	7.7766	yes	7.65271	7.2616	7.09344	7.50365	67.25597	divorced
Social research officer, government	Fleming Ltd	F	"68385 Andrew Court Apt. 052
Lisaborough, TX 34411"	O+	002-20-0932	Jennifer Carr	2015-08-25	White	6	6.87935	0.5444	9.04852	5-6	0-10	34.58831	54.89015	0.0	5.10278	9.71783	no	7.10834	6.58824	6.90185	5.33888	69.13104	single
Social research officer, government	Fleming Ltd	F	"68385 Andrew Court Apt. 052
Lisaborough, TX 34411"	O+	002-20-0932	Jennifer Carr	2015-08-25	White	6	5.26931	44.98266	7.55725	6-7	40-50	42.89654	28.24952	0.0	6.15122	7.56563	yes	7.6186	7.87817	7.14021	7.50434	56.14565	separated
Social research officer, government	Fleming Ltd	F	"68385 Andrew Court Apt. 052
Lisaborough, TX 34411"	O+	002-20-0932	Jennifer Carr	2015-08-25	White	6	7.7892	16.98811	9.02142	6-7	10-20	62.66705	32.3628	1.0	6.12758	3.82735	yes	7.82015	4.29343	6.45755	6.7435	87.62862	married
Surveyor, building control	Scott-Gibson	F	"0517 Hoover Harbors Apt. 670
North Deniseville, CT 73001"	AB+	853-63-2317	Kristen Brown	1946-01-23	White	75	7.18912	7.39852	7.65607	5-6	0-10	61.89541	37.82164	0.0	5.10261	10.29391	yes	6.65596	7.28816	7.02838	7.4691	60.6194	nop
Surveyor, building control	Scott-Gibson	F	"0517 Hoover Harbors Apt. 670
North Deniseville, CT 73001"	AB+	853-63-2317	Kristen Brown	1946-01-23	White	75	7.63962	96.86874	6.90889	4-5	90-100	58.01449	40.71034	0.0	4.80157	9.61648	no	3.7128785	7.09381	5.55614	8.58457	25.40585	single
Surveyor, building control	Scott-Gibson	F	"0517 Hoover Harbors Apt. 670
North Deniseville, CT 73001"	AB+	853-63-2317	Kristen Brown	1946-01-23	White	75	7.68455	58.89808	5.91055	5-6	50-60	62.81256	30.30118	0.0	5.29877	9.9419	no	6.95475	7.22479	7.0858	6.52781	83.47703	single
Management consultant	Shaw, Walker and Sharp	M	"65142 Jonathan Forest Apt. 114
Morrisonburgh, WA 18785"	O+	113-13-8054	Edward Griffin	2008-12-25	Black	12	7.69975	93.05162	7.59109	8-9	90-100	58.08792	56.15285	0.0	8.05267	7.53897	no	6.13681	8.8744005	6.474462	6.25344	82.92751	divorced
Management consultant	Shaw, Walker and Sharp	M	"65142 Jonathan Forest Apt. 114
Morrisonburgh, WA 18785"	O+	113-13-8054	Edward Griffin	2008-12-25	Black	12	8.98181	85.07797	7.01655	5-6	80-90	72.37944	45.86742	0.0	5.60379	9.12643	yes	11.99877	7.2548	7.82965	4.97075	51.82077	married
Management consultant	Shaw, Walker and Sharp	M	"65142 Jonathan Forest Apt. 114
Morrisonburgh, WA 18785"	O+	113-13-8054	Edward Griffin	2008-12-25	Black	12	6.64659	55.70339	8.22723	8-9	50-60	50.54761	66.63205	1.0	8.69144	7.42074	no	6.23936	7.02796	7.44538	6.21407	85.73501	nop
Radiographer, diagnostic	Roberson Ltd	M	"64086 Thomas Common
Lake Bethany, DE 41677"	A+	744-28-2158	Kevin Hull	1933-07-23	Asian	88	5.21583	55.6316	8.48386	5-6	50-60	78.4985	43.84206	0.0	5.05649	7.92516	yes	13.08506	6.03383	6.90883	5.421	71.98558	divorced
Radiographer, diagnostic	Roberson Ltd	M	"64086 Thomas Common
Lake Bethany, DE 41677"	A+	744-28-2158	Kevin Hull	1933-07-23	Asian	88	3.88905	63.81004	5.50856	6-7	60-70	29.20427	19.86166	0.0	6.391104	9.3227	no	3.7128785	8.18794	5.08844	7.65795	53.11298	nop
Radiographer, diagnostic	Roberson Ltd	M	"64086 Thomas Common
Lake Bethany, DE 41677"	A+	744-28-2158	Kevin Hull	1933-07-23	Asian	88	8.04215	50.07455	5.98831	7-8	50-60	63.46249	58.59506	0.0	7.16438	7.35516	yes	5.3366	4.40482	4.11412	5.93914	78.14158	divorced
Graphic designer	Molina LLC	M	"96792 Shields Greens
Baldwinfort, MA 71335"	B-	044-87-1324	George Gentry	1912-01-09	White	109	6.10319	122.13021	6.86694	8-9	120-130	27.35018	45.30988	1.0	8.04888	4.13892	no	7.27305	3.823988	5.99818	5.40935	68.09506	divorced
Graphic designer	Molina LLC	M	"96792 Shields Greens
Baldwinfort, MA 71335"	B-	044-87-1324	George Gentry	1912-01-09	White	109	6.38532	52.27018	7.55599	9-10	50-60	31.69618	52.05985	1.0	9.13507	6.35447	no	5.81779	5.53045	6.22919	7.07097	76.3236	married
Graphic designer	Molina LLC	M	"96792 Shields Greens
Baldwinfort, MA 71335"	B-	044-87-1324	George Gentry	1912-01-09	White	109	8.35558	71.25741	5.64979	3-4	70-80	71.46453	52.94122	1.0	3.70933	7.6136	no	6.65521	6.78477	5.97375	6.67701	83.42708	separated
Engineer, civil (contracting)	Dickson-Watson	F	"0935 Margaret Unions
Adrienneborough, CT 24721"	B-	674-78-0136	Lindsey Kelley	1986-10-11	White	35	5.31671	102.32662	4.9557	7-8	100-110	31.42049	33.63748	1.0	7.76772	5.61192	yes	7.91206	6.22974	7.0012	6.95707	82.6326	separated
Engineer, civil (contracting)	Dickson-Watson	F	"0935 Margaret Unions
Adrienneborough, CT 24721"	B-	674-78-0136	Lindsey Kelley	1986-10-11	White	35	6.23314	39.0258	5.64031	6-7	30-40	72.79092	49.46476	0.0	6.88825	7.06349	no	4.02053	8.8744005	5.32392	7.1049	77.6188	separated
Engineer, civil (contracting)	Dickson-Watson	F	"0935 Margaret Unions
Adrienneborough, CT 24721"	B-	674-78-0136	Lindsey Kelley	1986-10-11	White	35	8.63823	99.93725	6.25725	5-6	90-100	68.8395	70.04181	0.0	5.35743	6.88044	no	5.31537	5.11486	5.63456	6.33265	86.08855	single
Programmer, multimedia	Bradshaw, Mitchell and Moore	F	"496 Moore Lights Suite 761
Duartefurt, MT 54054"	A-	219-39-3399	Patricia Vaughn	1938-01-21	White	83	7.90422	39.65989	5.53801	3-4	30-40	54.72822	38.8172	0.0	3.75412	9.96153	no	8.36109	8.05667	6.29041	6.3696	88.84144	married
Programmer, multimedia	Bradshaw, Mitchell and Moore	F	"496 Moore Lights Suite 761
Duartefurt, MT 54054"	A-	219-39-3399	Patricia Vaughn	1938-01-21	White	83	4.8434	20.50115	6.45942	4-5	20-30	52.53436	62.38975	0.0	4.81312	7.89262	yes	6.72963	8.8744005	6.92422	5.19413	64.29448	divorced
Programmer, multimedia	Bradshaw, Mitchell and Moore	F	"496 Moore Lights Suite 761
Duartefurt, MT 54054"	A-	219-39-3399	Patricia Vaughn	1938-01-21	White	83	8.4421	103.1055	8.78347	4-5	100-110	46.18636	36.19729	0.0	4.87478	7.43912	yes	13.56125	5.69457	7.97795	6.14075	89.688798	separated
Programmer, systems	Wright, Spencer and Sanders	F	"809 Myers Isle
New Matthew, MD 88257"	A-	355-60-2688	Helen Johns	1927-11-26	White	93	6.29663	63.26028	8.3017	6-7	60-70	38.08672	56.17786	0.0	6.05302	7.64498	yes	8.24816	7.53562	7.43237	5.951	83.5769	separated
Programmer, systems	Wright, Spencer and Sanders	F	"809 Myers Isle
New Matthew, MD 88257"	A-	355-60-2688	Helen Johns	1927-11-26	White	93	8.27185	91.03661	7.07927	4-5	90-100	41.16589	54.17169	1.0	4.2407	7.07119	yes	5.15355	6.45669	5.68451	7.16438	68.45062	divorced
Programmer, systems	Wright, Spencer and Sanders	F	"809 Myers Isle
New Matthew, MD 88257"	A-	355-60-2688	Helen Johns	1927-11-26	White	93	8.95465	65.71283	6.86198	5-6	60-70	61.52025	54.71685	0.0	5.8734	6.70696	no	16.1124	5.00609	8.03913	7.30869	75.11986	married
Training and development officer	Edwards, Castaneda and Bush	M	"USNS Payne
FPO AA 56098"	B+	853-57-2045	Roy Hansen	1920-09-06	Black	101	7.50619	145.62537	5.46711	5-6	140-150	45.44026	35.35017	0.0	5.17945	9.23673	yes	4.653	6.52745	4.75538	8.26172	32.89862	divorced
Training and development officer	Edwards, Castaneda and Bush	M	"USNS Payne
FPO AA 56098"	B+	853-57-2045	Roy Hansen	1920-09-06	Black	101	7.42224	90.59628	4.27903	4-5	90-100	55.04786	50.88701	1.0	4.79125	5.94703	yes	4.39953	6.34069	4.81587	6.71889	87.09563	divorced
Training and development officer	Edwards, Castaneda and Bush	M	"USNS Payne
FPO AA 56098"	B+	853-57-2045	Roy Hansen	1920-09-06	Black	101	8.47152	61.09606	6.12389	5-6	60-70	38.80023	38.39301	1.0	5.08922	5.16549	yes	8.65521	4.6834	6.90319	6.9177	81.32662	divorced
Glass blower/designer	Garcia, Wallace and Carpenter	M	"8151 Adams Summit
New Tyrone, TX 04055"	AB-	481-84-9924	Adam George	1909-04-22	Black	112	5.86003	52.21258	7.96507	7-8	50-60	39.76441	52.20792	0.0	7.74667	8.84628	yes	3.7128785	7.05775	5.29801	6.56192	83.65345	married
Glass blower/designer	Garcia, Wallace and Carpenter	M	"8151 Adams Summit
New Tyrone, TX 04055"	AB-	481-84-9924	Adam George	1909-04-22	Black	112	7.11393	66.70625	5.84496	4-5	60-70	57.61161	46.17976	0.0	4.95058	8.57835	yes	5.87087	5.79511	5.84716	7.90222	45.44056	single
Glass blower/designer	Garcia, Wallace and Carpenter	M	"8151 Adams Summit
New Tyrone, TX 04055"	AB-	481-84-9924	Adam George	1909-04-22	Black	112	9.35857	24.5051	4.67837	6-7	20-30	45.3094	41.61939	0.0	6.41614	7.71557	yes	12.75678	5.95386	7.27708	6.52028	85.98516	separated
Civil engineer, consulting	Hernandez-Grant	F	"643 Andrew Green
South Nicole, TN 94055"	A-	044-19-6659	Tamara Bowers	1949-02-04	White	72	7.92195	50.97663	5.40405	4-5	50-60	59.91024	52.98199	1.0	4.91773	5.35443	yes	3.7128785	5.35293	5.80167	7.70041	49.26569	divorced
Civil engineer, consulting	Hernandez-Grant	F	"643 Andrew Green
South Nicole, TN 94055"	A-	044-19-6659	Tamara Bowers	1949-02-04	White	72	6.45434	30.14519	9.33215	4-5	30-40	35.32943	51.57682	0.0	4.08969	8.87369	yes	7.49629	5.94644	6.70635	7.26079	71.18624	nop
Civil engineer, consulting	Hernandez-Grant	F	"643 Andrew Green
South Nicole, TN 94055"	A-	044-19-6659	Tamara Bowers	1949-02-04	White	72	7.53583	69.31946	7.20027	4-5	60-70	22.34469	50.21827	0.0	4.76857	8.42963	no	6.85851	5.99358	6.42976	7.3309	62.6019	separated
IT trainer	Fletcher Group	F	"PSC 2514, Box 4932
APO AE 19802"	AB-	298-61-6364	Rebecca Castillo	1978-02-26	Black	43	6.13278	77.73387	7.16264	5-6	70-80	33.86183	48.38755	0.0	5.64483	9.09321	yes	3.83772	6.26992	6.52361	8.29052	33.7356	single
IT trainer	Fletcher Group	F	"PSC 2514, Box 4932
APO AE 19802"	AB-	298-61-6364	Rebecca Castillo	1978-02-26	Black	43	5.48884	58.94832	6.14726	8-9	50-60	42.50267	44.56743	1.0	8.02701	5.42995	yes	8.23321	4.91191	6.64164	5.72392	84.22861	widowed
IT trainer	Fletcher Group	F	"PSC 2514, Box 4932
APO AE 19802"	AB-	298-61-6364	Rebecca Castillo	1978-02-26	Black	43	6.33385	57.37778	5.65241	6-7	50-60	53.40534	33.61818	1.0	6.42191	1.96821	yes	3.7128785	3.823988	6.18367	5.89518	89.688798	single
Environmental consultant	Middleton PLC	F	"318 Taylor Grove Apt. 691
Maldonadostad, OH 79068"	O-	787-46-0266	Donna Chung	2019-08-25	Black	2	8.1071	39.00135	8.38858	5-6	30-40	54.70997	33.78027	1.0	5.41744	6.11983	no	3.851	5.93578	5.56195	7.33496	65.36746	married
Environmental consultant	Middleton PLC	F	"318 Taylor Grove Apt. 691
Maldonadostad, OH 79068"	O-	787-46-0266	Donna Chung	2019-08-25	Black	2	6.19442	27.67128	7.52156	6-7	20-30	12.47908	29.0737	1.0	6.52784	3.98789	no	7.51523	5.30733	6.87337	8.10624	32.87183	widowed
Environmental consultant	Middleton PLC	F	"318 Taylor Grove Apt. 691
Maldonadostad, OH 79068"	O-	787-46-0266	Donna Chung	2019-08-25	Black	2	5.39557	34.01448	5.95319	8-9	30-40	35.62649	48.61281	1.0	8.54493	4.95991	no	3.7128785	4.65969	4.38618	5.69939	83.173	separated
